,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'RNDR4', 'NDPK6', 'ORNTAC'}",3,0.2057399999998867,0.010563345343176378,0.0,0.22860000000000025
1,"{'RNDR4', 'NDPK6', 'PGL'}",3,0.20574013513159511,0.010563345343176378,0.0,0.2286000000000004
2,"{'PPA', 'NDPK6', 'RNDR4'}",3,0.2057413941300894,0.010563345343176378,0.0,0.2286000000000004
3,"{'FDH6', 'GART', 'VALTA'}",3,0.2057405969534194,0.010563345343176378,0.0,0.22859999999999991
4,"{'RNDR4', 'NDPK6', 'GLUCYS'}",3,0.20574110018803987,0.010563345343176378,0.0,0.2286
5,"{'RNDR4', 'NDPK6', 'PDH'}",3,0.2057411590647591,0.010563345341819672,0.0,0.2286
6,"{'RNDR4', 'NDPK6', 'ALAD_L'}",3,0.2057399999998335,0.010563345343176378,0.0,0.2286
7,"{'RNDR4', 'NDPK6', 'FDH6'}",3,0.20574058326551656,0.010563345343176378,0.0,0.2286
8,"{'RNDR4', 'NDPK6', 'DMPPS_syn'}",3,0.2057411590645524,0.010563345343176378,0.0,0.2286
9,"{'GLUSfx', 'RNDR4', 'NDPK6', 'ALAD_L', 'TRDR'}",5,0.20574000006239013,0.010563345314299926,0.0,0.2286000000000023
