,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'GLUSfx', 'DMPPS_syn', 'GART', 'FDH6'}",4,0.20574059695959826,0.010563345341819672,0.0,0.2285999999990858
1,"{'RNDR4', 'DMPPS_syn', 'NDPK6', 'ORNTAC'}",4,0.20574073628078807,0.010563345343176378,0.0,0.22860000000093061
2,"{'RNDR4', 'FNOR', 'TALA', 'NDPK6'}",4,0.20574124503173558,0.010563345343176378,0.0,0.2286000000000112
3,"{'RNDR4', 'NDPK6', 'AGDC', 'FNOR'}",4,0.2057407314679318,0.010563345341819672,0.0,0.2286000000000247
4,"{'RNDR4', 'FBA', 'FNOR', 'NDPK6'}",4,0.20574000000003334,0.010563345343176378,0.0,0.22860000000002093
5,"{'RNDR4', 'NDPK6', 'PSERT', 'ORNTAC', 'DMPPS_syn'}",5,0.20574055729904625,0.010563345341819672,0.0,0.22860000000002856
6,"{'TALA', 'AGTi', 'RNDR4', 'NDPK6', 'GART'}",5,0.20574036873117482,0.010563345343176378,0.0,0.2285999999999999
7,"{'GLCS3', 'RNDR4', 'ACODA', 'GTHS', 'NDPK6'}",5,0.20574220275825142,0.010563345343176378,0.0,0.2285999999999999
8,"{'RNDR4', 'GTHS', 'NDPK6', 'FBP', 'FNOR'}",5,0.20574178529914136,0.010563345333391566,0.0,0.22860000000000014
9,"{'GLCS3', 'RNDR4', 'NDPK6', 'GND', 'FNOR'}",5,0.20574067978410687,0.010563345341819672,0.0,0.2286000000000152
