,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'AGTi', 'FDH6', 'G6PDH2r', 'GART', 'FBP'}",5,0.2057403124495558,0.010563345343176378,0.0,0.228600000000002
1,"{'HEX7', 'FDH6', 'LALGP', 'GND', 'GART'}",5,0.20574039730400656,0.010563345340638759,0.0,0.22860000000000047
2,"{'FDH6', 'PYK', 'GART', 'TRDRf', 'NADTRHD'}",5,0.20574116863215963,0.010563345341819672,0.0,0.22860000000000005
3,"{'PEPC', 'FDH6', 'GART', 'PGCD', 'AMPTASECG'}",5,0.20574134412286837,0.010563345343176378,0.0,0.22860000000000014
4,"{'ME2', 'FDH6', 'GART', 'FBA3', 'IPDPS'}",5,0.2057408697377581,0.010563345341819672,0.0,0.22859999999999986
5,"{'PSERT', 'LALGP', 'GND', 'GART', 'FDH6'}",5,0.20574125453079317,0.010563345341819672,0.0,0.22859999999999986
6,"{'FDH6', 'G6PDH2r', 'GART', 'VALTA', 'TRDR'}",5,0.20573999999986115,0.010563345343176378,0.0,0.22860000000002856
7,"{'FDH6', 'ADPGDP', 'GART', 'FBA3', 'NADTRHD'}",5,0.20574118022777857,0.010563345343176378,0.0,0.22860000000002856
8,"{'PSERT', 'FDH6', 'GART', 'AMPTASECG', 'ACGAMK'}",5,0.2057412226888308,0.010563345341819672,0.0,0.22860000000002856
9,"{'LDH_D', 'FDH6', 'GART', 'SBP', 'PSP_L'}",5,0.20574129357051138,0.010563345341819672,0.0,0.22860000000002856
