,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'RNDR4', 'NDPK6', 'OPAH', 'GTHRDH'}",4,0.2057413147221179,0.010563345343176378,0.0,0.2285999999998756
1,"{'RNDR4', 'NDPK6', 'GLYCK', 'PEPC'}",4,0.20574059696626504,0.010563345340638759,0.0,0.22859999999999495
2,"{'RNDR4', 'NDPK6', 'SBP', 'PGL'}",4,0.20574101883449122,0.010563345343176378,0.0,0.228600000000074
3,"{'RNDR4', 'NDPK6', 'G6PDH2r', 'FNOR'}",4,0.2057399999994739,0.010563345343176378,0.0,0.22859999999986425
4,"{'RNDR4', 'NDPK6', 'SBP', 'TRDRf'}",4,0.20574092484163217,0.010563345343176378,0.0,0.22859999999986425
5,"{'RNDR4', 'NDPK6', 'PPS', 'PDH'}",4,0.20574073146412297,0.010563345340638759,0.0,0.22859999999986425
6,"{'RNDR4', 'NDPK6', 'GND', 'FNOR'}",4,0.20574055729967758,0.010563345340638759,0.0,0.22859999999986425
7,"{'RNDR4', 'NDPK6', 'TALA', 'ASPO6'}",4,0.20574055729003896,0.010563345343176378,0.0,0.22860000000000025
8,"{'RNDR4', 'NDPK6', 'NADTRHD', 'PFK'}",4,0.2057404227951834,0.010563345341819672,0.0,0.2285999999999832
9,"{'TALA', 'RNDR4', 'NDPK6', 'PDH', 'PGL'}",5,0.20574110019286948,0.010563345343176378,0.0,0.2285999999998752
