,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'PPA', 'GART', 'FDH6', 'PGL'}",4,0.20574056210547648,0.010563345343176378,0.0,0.2286
1,"{'PSERT', 'FDH6', 'ACGAMK', 'GART'}",4,0.20574110019818315,0.010563345343176378,0.0,0.2286
2,"{'PEPC', 'HEX7', 'GART', 'FDH6'}",4,0.20574073628389059,0.010563345343176378,0.0,0.2286
3,"{'GLCS3', 'SBP', 'GART', 'FDH6'}",4,0.20574073628111203,0.010563345341819672,0.0,0.2286
4,"{'PYK', 'AGDC', 'GART', 'FDH6'}",4,0.20574013513159528,0.010563345343176378,0.0,0.22860000000000014
5,"{'GLCS3', 'FDH6', 'ACGAMK', 'GART'}",4,0.2057417312507485,0.010563345331201764,0.0,0.2286
6,"{'FDH6', 'AMPTASECG', 'PGCD', 'GART'}",4,0.20574116863213573,0.010563345341819672,0.0,0.2286
7,"{'SBP', 'NADTRHD', 'GART', 'FDH6'}",4,0.20574077545237768,0.010563345343176378,0.0,0.22860000000000014
8,"{'TALA', 'FDH6', 'GND', 'GART'}",4,0.2057411909852445,0.010563345341819672,0.0,0.2285999999999999
9,"{'PEPC', 'GART', 'TRDRf', 'FDH6'}",4,0.20574058326567643,0.010563345343176378,0.0,0.22859999999999991
