,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'RNDR4', 'NDPK6', 'AGDC', 'GND'}",4,0.20574132332234443,0.010563345343176378,0.0,0.22860000000000055
1,"{'RNDR4', 'NDPK6', 'LALGP', 'PYK'}",4,0.2057409043099666,0.010563345343176378,0.0,0.22860000000000055
2,"{'RNDR4', 'NDPK6', 'SBP', 'TRPS2'}",4,0.2057409656953924,0.010563345343176378,0.0,0.22859999999999972
3,"{'RNDR4', 'SBP', 'GLUSfx', 'DCTPD'}",4,0.20574113476781603,0.010563345341819672,0.0,0.2285999999999999
4,"{'RNDR4', 'PEPC', 'NADTRHD', 'DCTPD'}",4,0.20573999999999937,0.010563345343176378,0.0,0.22860000000000189
5,"{'PDH', 'NDPK6', 'FNOR', 'RNDR4'}",4,0.20574036873101662,0.010563345343176378,0.0,0.22860000000000724
6,"{'RNDR4', 'ACODA', 'PGCD', 'DCTPD'}",4,0.20574183598594778,0.010563345341819672,0.0,0.2285999999998519
7,"{'RNDR4', 'PSERT', 'VPAMTr', 'NDPK6'}",4,0.205741263051535,0.010563345340638759,0.0,0.22859999999989392
8,"{'RNDR4', 'NDPK6', 'PPA', 'VPAMTr'}",4,0.2057414033484043,0.010563345343176378,0.0,0.22859999999985556
9,"{'RNDR4', 'DMPPS_syn', 'ACGS', 'DCTPD'}",4,0.20574118022751478,0.010563345343176378,0.0,0.22859999999989392
