,reactions,size,DM_ALA,biomass,fva_min,fva_max
0,"{'GGCLUT2', 'FDH6', 'GART', 'ANHMK', 'PSP_L'}",5,0.20574059695921065,0.010563345341819672,0.0,0.2286
1,"{'FDH6', 'AGDC', 'GART', 'ORNTAC', 'PSP_L'}",5,0.2057405038628514,0.010563345343176378,0.0,0.22859999999999994
2,"{'FDH6', 'AGDC', 'PGCD', 'GART', 'AMPTASECG'}",5,0.2057405969534668,0.010563345343176378,0.0,0.22859999999999994
3,"{'GLUSfx', 'FDH6', 'AGDC', 'G6PDH2r', 'GART'}",5,0.20574096569054512,0.010563345341819672,0.0,0.22859999999999994
4,"{'GLUSfx', 'FDH6', 'GND', 'GART', 'PSP_L'}",5,0.20574096569025188,0.010563345341819672,0.0,0.22859999999999994
5,"{'PDH', 'FDH6', 'GART', 'FBA3', 'VPAMTr'}",5,0.20574116863779623,0.010563345341819672,0.0,0.22860000000000008
6,"{'FDH6', 'GART', 'FBA3', 'ACGS', 'ACGAMK'}",5,0.20574098845675423,0.010563345341819672,0.0,0.22859999999999994
7,"{'GGCLUT2', 'FDH6', 'AGDC', 'PSERT', 'GART'}",5,0.2057421767825808,0.010563345341819672,0.0,0.22859999999999994
8,"{'HEX7', 'AGTi', 'FDH6', 'GART', 'AMPTASECG'}",5,0.20574114118121972,0.010563345343176378,0.0,0.2286000000000033
9,"{'PSERT', 'FDH6', 'AGDC', 'GART', 'FBA3'}",5,0.20574098846203817,0.010563345343176378,0.0,0.2286000000000033
